pair_id,prompt,groundtruth
pair147,Does Right L5 Radiculopathy cause Right Fainting? Please answer in a single word: Yes or No.,Yes
pair147,Does Right Fainting cause Right L5 Radiculopathy? Please answer in a single word: Yes or No.,No
pair148,Does Left L4 Radiculopathy cause Left PTA? Please answer in a single word: Yes or No.,Yes
pair148,Does Left PTA cause Left L4 Radiculopathy? Please answer in a single word: Yes or No.,No
pair149,Does Left T12 Radiculopathy cause IBS? Please answer in a single word: Yes or No.,Yes
pair149,Does IBS cause Left T12 Radiculopathy? Please answer in a single word: Yes or No.,No
pair150,Does Right L2 Radiculopathy cause Right Lumbago? Please answer in a single word: Yes or No.,Yes
pair150,Does Right Lumbago cause Right L2 Radiculopathy? Please answer in a single word: Yes or No.,No
pair151,Does Left L4 Radiculopathy cause Left Llower leg pain? Please answer in a single word: Yes or No.,Yes
pair151,Does Left Llower leg pain cause Left L4 Radiculopathy? Please answer in a single word: Yes or No.,No
pair152,Does Left C3 Radiculopathy cause Left forehead Headache? Please answer in a single word: Yes or No.,Yes
pair152,Does Left forehead Headache cause Left C3 Radiculopathy? Please answer in a single word: Yes or No.,No
pair153,Does Right C5 Radiculopathy cause Intracapular pain? Please answer in a single word: Yes or No.,Yes
pair153,Does Intracapular pain cause Right C5 Radiculopathy? Please answer in a single word: Yes or No.,No
pair154,Does Left L2 Radiculopathy cause Left Lateral groin pain? Please answer in a single word: Yes or No.,Yes
pair154,Does Left Lateral groin pain cause Left L2 Radiculopathy? Please answer in a single word: Yes or No.,No
pair155,Does Left L5 Radiculopathy cause Left toe pain? Please answer in a single word: Yes or No.,Yes
pair155,Does Left toe pain cause Left L5 Radiculopathy? Please answer in a single word: Yes or No.,No
pair156,Does DLS C7-C8 cause Left C8 Radiculopathy? Please answer in a single word: Yes or No.,Yes
pair156,Does Left C8 Radiculopathy cause DLS C7-C8? Please answer in a single word: Yes or No.,No
pair157,Does Right C4 Radiculopathy cause Right Shoulder pain? Please answer in a single word: Yes or No.,Yes
pair157,Does Right Shoulder pain cause Right C4 Radiculopathy? Please answer in a single word: Yes or No.,No
pair158,Does Left L3 Radiculopathy cause Left Front thigh pain? Please answer in a single word: Yes or No.,Yes
pair158,Does Left Front thigh pain cause Left L3 Radiculopathy? Please answer in a single word: Yes or No.,No
pair159,Does Right C8 Radiculopathy cause Right Little finger trouble? Please answer in a single word: Yes or No.,Yes
pair159,Does Right Little finger trouble cause Right C8 Radiculopathy? Please answer in a single word: Yes or No.,No
pair160,Does DLS T1-T2 cause Left T2 Radiculopathy? Please answer in a single word: Yes or No.,Yes
pair160,Does Left T2 Radiculopathy cause DLS T1-T2? Please answer in a single word: Yes or No.,No
pair161,Does Right C7 Radiculopathy cause Right Medial elbow pain? Please answer in a single word: Yes or No.,Yes
pair161,Does Right Medial elbow pain cause Right C7 Radiculopathy? Please answer in a single word: Yes or No.,No
pair162,Does Right L5 Radiculopathy cause Right Hip trouble? Please answer in a single word: Yes or No.,Yes
pair162,Does Right Hip trouble cause Right L5 Radiculopathy? Please answer in a single word: Yes or No.,No
pair163,Does Right S1 Radiculopathy cause Right Knee trouble? Please answer in a single word: Yes or No.,Yes
pair163,Does Right Knee trouble cause Right S1 Radiculopathy? Please answer in a single word: Yes or No.,No
pair164,Does Right L4 Radiculopathy cause Right Medial knee joint pain? Please answer in a single word: Yes or No.,Yes
pair164,Does Right Medial knee joint pain cause Right L4 Radiculopathy? Please answer in a single word: Yes or No.,No
pair165,Does Right C7 Radiculopathy cause neck pain? Please answer in a single word: Yes or No.,Yes
pair165,Does neck pain cause Right C7 Radiculopathy? Please answer in a single word: Yes or No.,No
pair166,Does Left L5 Radiculopathy cause lumbago? Please answer in a single word: Yes or No.,Yes
pair166,Does lumbago cause Left L5 Radiculopathy? Please answer in a single word: Yes or No.,No
pair167,Does Right C5 Radiculopathy cause Right Elbow trouble? Please answer in a single word: Yes or No.,Yes
pair167,Does Right Elbow trouble cause Right C5 Radiculopathy? Please answer in a single word: Yes or No.,No
pair168,Does Right T6 Radiculopathy cause Breast Backache? Please answer in a single word: Yes or No.,Yes
pair168,Does Breast Backache cause Right T6 Radiculopathy? Please answer in a single word: Yes or No.,No
pair169,Does Right T1 Radiculopathy cause Right bend of arm pain? Please answer in a single word: Yes or No.,Yes
pair169,Does Right bend of arm pain cause Right T1 Radiculopathy? Please answer in a single word: Yes or No.,No
pair170,Does Left C2 Radiculopathy cause Left Neck pain? Please answer in a single word: Yes or No.,Yes
pair170,Does Left Neck pain cause Left C2 Radiculopathy? Please answer in a single word: Yes or No.,No
pair171,Does Left C2 Radiculopathy cause Left forehead Headache? Please answer in a single word: Yes or No.,Yes
pair171,Does Left forehead Headache cause Left C2 Radiculopathy? Please answer in a single word: Yes or No.,No
pair172,Does Left C5 Radiculopathy cause Left Neck pain? Please answer in a single word: Yes or No.,Yes
pair172,Does Left Neck pain cause Left C5 Radiculopathy? Please answer in a single word: Yes or No.,No
pair173,Does Left C2 Radiculopathy cause Left Jaw pain? Please answer in a single word: Yes or No.,Yes
pair173,Does Left Jaw pain cause Left C2 Radiculopathy? Please answer in a single word: Yes or No.,No
pair174,Does DLS L4-L5 cause Right L5 Radiculopathy? Please answer in a single word: Yes or No.,Yes
pair174,Does Right L5 Radiculopathy cause DLS L4-L5? Please answer in a single word: Yes or No.,No
pair175,Does Left T9 Radiculopathy cause Abdominal pain? Please answer in a single word: Yes or No.,Yes
pair175,Does Abdominal pain cause Left T9 Radiculopathy? Please answer in a single word: Yes or No.,No
pair176,Does Left S1 Radiculopathy cause Left Obesity? Please answer in a single word: Yes or No.,Yes
pair176,Does Left Obesity cause Left S1 Radiculopathy? Please answer in a single word: Yes or No.,No
pair177,Does Right C3 Radiculopathy cause Central chest pain? Please answer in a single word: Yes or No.,Yes
pair177,Does Central chest pain cause Right C3 Radiculopathy? Please answer in a single word: Yes or No.,No
pair178,Does Left C4 Radiculopathy cause Left Central chest pains? Please answer in a single word: Yes or No.,Yes
pair178,Does Left Central chest pains cause Left C4 Radiculopathy? Please answer in a single word: Yes or No.,No
pair179,Does DLS L2-L3 cause Right L3 Radiculopathy? Please answer in a single word: Yes or No.,Yes
pair179,Does Right L3 Radiculopathy cause DLS L2-L3? Please answer in a single word: Yes or No.,No
pair180,Does Right T10 Radiculopathy cause IBS? Please answer in a single word: Yes or No.,Yes
pair180,Does IBS cause Right T10 Radiculopathy? Please answer in a single word: Yes or No.,No
pair181,Does DLS C2-C3 cause Left C3 Radiculopathy? Please answer in a single word: Yes or No.,Yes
pair181,Does Left C3 Radiculopathy cause DLS C2-C3? Please answer in a single word: Yes or No.,No
pair182,Does Right S1 Radiculopathy cause Right heel pain? Please answer in a single word: Yes or No.,Yes
pair182,Does Right heel pain cause Right S1 Radiculopathy? Please answer in a single word: Yes or No.,No
pair183,Does Left C3 Radiculopathy cause back headache? Please answer in a single word: Yes or No.,Yes
pair183,Does back headache cause Left C3 Radiculopathy? Please answer in a single word: Yes or No.,No
pair184,Does Right C5 Radiculopathy cause Right Shoulder pain? Please answer in a single word: Yes or No.,Yes
pair184,Does Right Shoulder pain cause Right C5 Radiculopathy? Please answer in a single word: Yes or No.,No
pair185,Does Left T1 Radiculopathy cause Left Arm? Please answer in a single word: Yes or No.,Yes
pair185,Does Left Arm cause Left T1 Radiculopathy? Please answer in a single word: Yes or No.,No
pair186,Does DLS T6-T7 cause Left T7 Radiculopathy? Please answer in a single word: Yes or No.,Yes
pair186,Does Left T7 Radiculopathy cause DLS T6-T7? Please answer in a single word: Yes or No.,No
pair187,Does Left C5 Radiculopathy cause Intracapular pain? Please answer in a single word: Yes or No.,Yes
pair187,Does Intracapular pain cause Left C5 Radiculopathy? Please answer in a single word: Yes or No.,No
pair188,Does Left C7 Radiculopathy cause Left Neck pain? Please answer in a single word: Yes or No.,Yes
pair188,Does Left Neck pain cause Left C7 Radiculopathy? Please answer in a single word: Yes or No.,No
pair189,Does Left C6 Radiculopathy cause Left Thumbs up? Please answer in a single word: Yes or No.,Yes
pair189,Does Left Thumbs up cause Left C6 Radiculopathy? Please answer in a single word: Yes or No.,No
pair190,Does Left T10 Radiculopathy cause Abdominal pain? Please answer in a single word: Yes or No.,Yes
pair190,Does Abdominal pain cause Left T10 Radiculopathy? Please answer in a single word: Yes or No.,No
pair191,Does Left T6 Radiculopathy cause Toracal dysfunction? Please answer in a single word: Yes or No.,Yes
pair191,Does Toracal dysfunction cause Left T6 Radiculopathy? Please answer in a single word: Yes or No.,No
pair192,Does DLS C1-C2 cause Right C2 Radiculopathy? Please answer in a single word: Yes or No.,Yes
pair192,Does Right C2 Radiculopathy cause DLS C1-C2? Please answer in a single word: Yes or No.,No
pair193,Does Left C8 Radiculopathy cause Left bend of arm pain? Please answer in a single word: Yes or No.,Yes
pair193,Does Left bend of arm pain cause Left C8 Radiculopathy? Please answer in a single word: Yes or No.,No
pair194,Does DLS L3-L4 cause Left L4 Radiculopathy? Please answer in a single word: Yes or No.,Yes
pair194,Does Left L4 Radiculopathy cause DLS L3-L4? Please answer in a single word: Yes or No.,No
pair195,Does Left L2 Radiculopathy cause Left Backache? Please answer in a single word: Yes or No.,Yes
pair195,Does Left Backache cause Left L2 Radiculopathy? Please answer in a single word: Yes or No.,No
pair196,Does DLS L3-L4 cause Right L4 Radiculopathy? Please answer in a single word: Yes or No.,Yes
pair196,Does Right L4 Radiculopathy cause DLS L3-L4? Please answer in a single word: Yes or No.,No
pair197,Does Right C4 Radiculopathy cause Right Shoulder trouble? Please answer in a single word: Yes or No.,Yes
pair197,Does Right Shoulder trouble cause Right C4 Radiculopathy? Please answer in a single word: Yes or No.,No
pair198,Does Left L1 Radiculopathy cause Left Lower abdominal pain? Please answer in a single word: Yes or No.,Yes
pair198,Does Left Lower abdominal pain cause Left L1 Radiculopathy? Please answer in a single word: Yes or No.,No
pair199,Does Right C2 Radiculopathy cause Headache? Please answer in a single word: Yes or No.,Yes
pair199,Does Headache cause Right C2 Radiculopathy? Please answer in a single word: Yes or No.,No
pair200,Does Right T6 Radiculopathy cause Abdominal pain? Please answer in a single word: Yes or No.,Yes
pair200,Does Abdominal pain cause Right T6 Radiculopathy? Please answer in a single word: Yes or No.,No
pair201,Does Left T11 Radiculopathy cause Lower abdominal pain? Please answer in a single word: Yes or No.,Yes
pair201,Does Lower abdominal pain cause Left T11 Radiculopathy? Please answer in a single word: Yes or No.,No
pair202,Does Right T9 Radiculopathy cause Abdominal pain? Please answer in a single word: Yes or No.,Yes
pair202,Does Abdominal pain cause Right T9 Radiculopathy? Please answer in a single word: Yes or No.,No
pair203,Does Left C5 Radiculopathy cause Left Lateral arm pain? Please answer in a single word: Yes or No.,Yes
pair203,Does Left Lateral arm pain cause Left C5 Radiculopathy? Please answer in a single word: Yes or No.,No
pair204,Does Right T5 Radiculopathy cause chest pain? Please answer in a single word: Yes or No.,Yes
pair204,Does chest pain cause Right T5 Radiculopathy? Please answer in a single word: Yes or No.,No
pair205,Does Right L3 Radiculopathy cause Right Front thigh pain? Please answer in a single word: Yes or No.,Yes
pair205,Does Right Front thigh pain cause Right L3 Radiculopathy? Please answer in a single word: Yes or No.,No
pair206,Does Right S1 Radiculopathy cause Calcaneal pain? Please answer in a single word: Yes or No.,Yes
pair206,Does Calcaneal pain cause Right S1 Radiculopathy? Please answer in a single word: Yes or No.,No
pair207,Does Right C2 Radiculopathy cause Right Ear pain? Please answer in a single word: Yes or No.,Yes
pair207,Does Right Ear pain cause Right C2 Radiculopathy? Please answer in a single word: Yes or No.,No
pair208,Does Right C8 Radiculopathy cause Right Hand pain? Please answer in a single word: Yes or No.,Yes
pair208,Does Right Hand pain cause Right C8 Radiculopathy? Please answer in a single word: Yes or No.,No
pair209,Does Left T6 Radiculopathy cause Breast Backache? Please answer in a single word: Yes or No.,Yes
pair209,Does Breast Backache cause Left T6 Radiculopathy? Please answer in a single word: Yes or No.,No
pair210,Does Right L5 Radiculopathy cause Right Tear pain? Please answer in a single word: Yes or No.,Yes
pair210,Does Right Tear pain cause Right L5 Radiculopathy? Please answer in a single word: Yes or No.,No
pair211,Does Left T8 Radiculopathy cause Breast Backache? Please answer in a single word: Yes or No.,Yes
pair211,Does Breast Backache cause Left T8 Radiculopathy? Please answer in a single word: Yes or No.,No
pair212,Does Left C8 Radiculopathy cause Left Small finger trouble? Please answer in a single word: Yes or No.,Yes
pair212,Does Left Small finger trouble cause Left C8 Radiculopathy? Please answer in a single word: Yes or No.,No
pair213,Does Left L5 Radiculopathy cause Left Lumbago? Please answer in a single word: Yes or No.,Yes
pair213,Does Left Lumbago cause Left L5 Radiculopathy? Please answer in a single word: Yes or No.,No
pair214,Does Right S1 Radiculopathy cause Right Tear pain? Please answer in a single word: Yes or No.,Yes
pair214,Does Right Tear pain cause Right S1 Radiculopathy? Please answer in a single word: Yes or No.,No
pair215,Does Left C5 Radiculopathy cause Left Lateral elbow pain? Please answer in a single word: Yes or No.,Yes
pair215,Does Left Lateral elbow pain cause Left C5 Radiculopathy? Please answer in a single word: Yes or No.,No
pair216,Does DLS L1-L2 cause Right L2 Radiculopathy? Please answer in a single word: Yes or No.,Yes
pair216,Does Right L2 Radiculopathy cause DLS L1-L2? Please answer in a single word: Yes or No.,No
pair217,Does Right L5 Radiculopathy cause Backache? Please answer in a single word: Yes or No.,Yes
pair217,Does Backache cause Right L5 Radiculopathy? Please answer in a single word: Yes or No.,No
pair218,Does Left C4 Radiculopathy cause Left Central chest pain? Please answer in a single word: Yes or No.,Yes
pair218,Does Left Central chest pain cause Left C4 Radiculopathy? Please answer in a single word: Yes or No.,No
pair219,Does DLS T9-T10 cause Left T10 Radiculopathy? Please answer in a single word: Yes or No.,Yes
pair219,Does Left T10 Radiculopathy cause DLS T9-T10? Please answer in a single word: Yes or No.,No
pair220,Does Left C8 Radiculopathy cause Left Shoulder pain? Please answer in a single word: Yes or No.,Yes
pair220,Does Left Shoulder pain cause Left C8 Radiculopathy? Please answer in a single word: Yes or No.,No
pair221,Does Left C4 Radiculopathy cause Left Shoulder trouble? Please answer in a single word: Yes or No.,Yes
pair221,Does Left Shoulder trouble cause Left C4 Radiculopathy? Please answer in a single word: Yes or No.,No
pair222,Does Left L3 Radiculopathy cause Left Lumbago? Please answer in a single word: Yes or No.,Yes
pair222,Does Left Lumbago cause Left L3 Radiculopathy? Please answer in a single word: Yes or No.,No
pair223,Does Left L2 Radiculopathy cause Left Medial groin pains? Please answer in a single word: Yes or No.,Yes
pair223,Does Left Medial groin pains cause Left L2 Radiculopathy? Please answer in a single word: Yes or No.,No
pair224,Does Left C6 Radiculopathy cause Left Interscapular complaints? Please answer in a single word: Yes or No.,Yes
pair224,Does Left Interscapular complaints cause Left C6 Radiculopathy? Please answer in a single word: Yes or No.,No
pair225,Does DLS L5-S1 cause Left S1 Radiculopathy? Please answer in a single word: Yes or No.,Yes
pair225,Does Left S1 Radiculopathy cause DLS L5-S1? Please answer in a single word: Yes or No.,No
pair226,Does Right C6 Radiculopathy cause Right lower arm pains? Please answer in a single word: Yes or No.,Yes
pair226,Does Right lower arm pains cause Right C6 Radiculopathy? Please answer in a single word: Yes or No.,No
pair227,Does Left L5 Radiculopathy cause Left PTA? Please answer in a single word: Yes or No.,Yes
pair227,Does Left PTA cause Left L5 Radiculopathy? Please answer in a single word: Yes or No.,No
pair228,Does Left C8 Radiculopathy cause Left lower arm pains? Please answer in a single word: Yes or No.,Yes
pair228,Does Left lower arm pains cause Left C8 Radiculopathy? Please answer in a single word: Yes or No.,No
pair229,Does Left L5 Radiculopathy cause Left Llower leg pain? Please answer in a single word: Yes or No.,Yes
pair229,Does Left Llower leg pain cause Left L5 Radiculopathy? Please answer in a single word: Yes or No.,No
pair230,Does Left C8 Radiculopathy cause Left Finger trouble? Please answer in a single word: Yes or No.,Yes
pair230,Does Left Finger trouble cause Left C8 Radiculopathy? Please answer in a single word: Yes or No.,No
pair231,Does Right L5 Radiculopathy cause Right Thigh pain? Please answer in a single word: Yes or No.,Yes
pair231,Does Right Thigh pain cause Right L5 Radiculopathy? Please answer in a single word: Yes or No.,No
pair232,Does Left C7 Radiculopathy cause Left Hand pain? Please answer in a single word: Yes or No.,Yes
pair232,Does Left Hand pain cause Left C7 Radiculopathy? Please answer in a single word: Yes or No.,No
pair233,Does DLS T4-T5 cause Right T5 Radiculopathy? Please answer in a single word: Yes or No.,Yes
pair233,Does Right T5 Radiculopathy cause DLS T4-T5? Please answer in a single word: Yes or No.,No
pair234,Does Left S1 Radiculopathy cause Coccydyni? Please answer in a single word: Yes or No.,Yes
pair234,Does Coccydyni cause Left S1 Radiculopathy? Please answer in a single word: Yes or No.,No
pair235,Does Left T10 Radiculopathy cause Lateral abdominal pain? Please answer in a single word: Yes or No.,Yes
pair235,Does Lateral abdominal pain cause Left T10 Radiculopathy? Please answer in a single word: Yes or No.,No
pair236,Does Right C4 Radiculopathy cause Central chest pain? Please answer in a single word: Yes or No.,Yes
pair236,Does Central chest pain cause Right C4 Radiculopathy? Please answer in a single word: Yes or No.,No
pair237,Does DLS T5-T6 cause Right T6 Radiculopathy? Please answer in a single word: Yes or No.,Yes
pair237,Does Right T6 Radiculopathy cause DLS T5-T6? Please answer in a single word: Yes or No.,No
pair238,Does Left T11 Radiculopathy cause Lateral abdominal pain? Please answer in a single word: Yes or No.,Yes
pair238,Does Lateral abdominal pain cause Left T11 Radiculopathy? Please answer in a single word: Yes or No.,No
pair239,Does Right C3 Radiculopathy cause Right Back headache pain? Please answer in a single word: Yes or No.,Yes
pair239,Does Right Back headache pain cause Right C3 Radiculopathy? Please answer in a single word: Yes or No.,No
pair240,Does Right L4 Radiculopathy cause Right Leg pain? Please answer in a single word: Yes or No.,Yes
pair240,Does Right Leg pain cause Right L4 Radiculopathy? Please answer in a single word: Yes or No.,No
pair241,Does Left C7 Radiculopathy cause Left Shoulder trouble? Please answer in a single word: Yes or No.,Yes
pair241,Does Left Shoulder trouble cause Left C7 Radiculopathy? Please answer in a single word: Yes or No.,No
pair242,Does Left C5 Radiculopathy cause Left Arm? Please answer in a single word: Yes or No.,Yes
pair242,Does Left Arm cause Left C5 Radiculopathy? Please answer in a single word: Yes or No.,No
pair243,Does Right T1 Radiculopathy cause Breast Backache? Please answer in a single word: Yes or No.,Yes
pair243,Does Breast Backache cause Right T1 Radiculopathy? Please answer in a single word: Yes or No.,No
pair244,Does Left L5 Radiculopathy cause Left Knee trouble? Please answer in a single word: Yes or No.,Yes
pair244,Does Left Knee trouble cause Left L5 Radiculopathy? Please answer in a single word: Yes or No.,No
pair245,Does DLS T7-T8 cause Right T8 Radiculopathy? Please answer in a single word: Yes or No.,Yes
pair245,Does Right T8 Radiculopathy cause DLS T7-T8? Please answer in a single word: Yes or No.,No
pair246,Does DLS L1-L2 cause Left L2 Radiculopathy? Please answer in a single word: Yes or No.,Yes
pair246,Does Left L2 Radiculopathy cause DLS L1-L2? Please answer in a single word: Yes or No.,No
pair247,Does Left T10 Radiculopathy cause Lower abdominal pain? Please answer in a single word: Yes or No.,Yes
pair247,Does Lower abdominal pain cause Left T10 Radiculopathy? Please answer in a single word: Yes or No.,No
pair248,Does Right L5 Radiculopathy cause Right big toe pain? Please answer in a single word: Yes or No.,Yes
pair248,Does Right big toe pain cause Right L5 Radiculopathy? Please answer in a single word: Yes or No.,No
pair249,Does Left L2 Radiculopathy cause Central groin pains? Please answer in a single word: Yes or No.,Yes
pair249,Does Central groin pains cause Left L2 Radiculopathy? Please answer in a single word: Yes or No.,No
pair250,Does Right C3 Radiculopathy cause Forehead Headache? Please answer in a single word: Yes or No.,Yes
pair250,Does Forehead Headache cause Right C3 Radiculopathy? Please answer in a single word: Yes or No.,No
pair251,Does Left C3 Radiculopathy cause mouth? Please answer in a single word: Yes or No.,Yes
pair251,Does mouth cause Left C3 Radiculopathy? Please answer in a single word: Yes or No.,No
pair252,Does Left L5 Radiculopathy cause Left Backache? Please answer in a single word: Yes or No.,Yes
pair252,Does Left Backache cause Left L5 Radiculopathy? Please answer in a single word: Yes or No.,No
pair253,Does Left L1 Radiculopathy cause Lower abdominal pain? Please answer in a single word: Yes or No.,Yes
pair253,Does Lower abdominal pain cause Left L1 Radiculopathy? Please answer in a single word: Yes or No.,No
pair254,Does Right S1 Radiculopathy cause Backache? Please answer in a single word: Yes or No.,Yes
pair254,Does Backache cause Right S1 Radiculopathy? Please answer in a single word: Yes or No.,No
pair255,Does Left T11 Radiculopathy cause Abdominal pain? Please answer in a single word: Yes or No.,Yes
pair255,Does Abdominal pain cause Left T11 Radiculopathy? Please answer in a single word: Yes or No.,No
pair256,Does Right T6 Radiculopathy cause Toracal dysfunction? Please answer in a single word: Yes or No.,Yes
pair256,Does Toracal dysfunction cause Right T6 Radiculopathy? Please answer in a single word: Yes or No.,No
pair257,Does Right S1 Radiculopathy cause Right Thigh pain? Please answer in a single word: Yes or No.,Yes
pair257,Does Right Thigh pain cause Right S1 Radiculopathy? Please answer in a single word: Yes or No.,No
pair258,Does Right L2 Radiculopathy cause Backache? Please answer in a single word: Yes or No.,Yes
pair258,Does Backache cause Right L2 Radiculopathy? Please answer in a single word: Yes or No.,No
pair259,Does Right T1 Radiculopathy cause Right Armband? Please answer in a single word: Yes or No.,Yes
pair259,Does Right Armband cause Right T1 Radiculopathy? Please answer in a single word: Yes or No.,No
pair260,Does Left T7 Radiculopathy cause Upper abdominal pain? Please answer in a single word: Yes or No.,Yes
pair260,Does Upper abdominal pain cause Left T7 Radiculopathy? Please answer in a single word: Yes or No.,No
pair261,Does Left C8 Radiculopathy cause Left Medial elbow pain? Please answer in a single word: Yes or No.,Yes
pair261,Does Left Medial elbow pain cause Left C8 Radiculopathy? Please answer in a single word: Yes or No.,No
pair262,Does Left S1 Radiculopathy cause lumbago? Please answer in a single word: Yes or No.,Yes
pair262,Does lumbago cause Left S1 Radiculopathy? Please answer in a single word: Yes or No.,No
pair263,Does Right C3 Radiculopathy cause pharyngeal pain? Please answer in a single word: Yes or No.,Yes
pair263,Does pharyngeal pain cause Right C3 Radiculopathy? Please answer in a single word: Yes or No.,No
pair264,Does Left L4 Radiculopathy cause Left Medial knee joint pain? Please answer in a single word: Yes or No.,Yes
pair264,Does Left Medial knee joint pain cause Left L4 Radiculopathy? Please answer in a single word: Yes or No.,No
pair265,Does Right C4 Radiculopathy cause Right Collarbone pain? Please answer in a single word: Yes or No.,Yes
pair265,Does Right Collarbone pain cause Right C4 Radiculopathy? Please answer in a single word: Yes or No.,No
pair266,Does Right L1 Radiculopathy cause Central groin pains? Please answer in a single word: Yes or No.,Yes
pair266,Does Central groin pains cause Right L1 Radiculopathy? Please answer in a single word: Yes or No.,No
pair267,Does Left L3 Radiculopathy cause Backache? Please answer in a single word: Yes or No.,Yes
pair267,Does Backache cause Left L3 Radiculopathy? Please answer in a single word: Yes or No.,No
pair268,Does Left L1 Radiculopathy cause Left Lateral groin pain? Please answer in a single word: Yes or No.,Yes
pair268,Does Left Lateral groin pain cause Left L1 Radiculopathy? Please answer in a single word: Yes or No.,No
pair269,Does Right S1 Radiculopathy cause Right Lateral Foot pains? Please answer in a single word: Yes or No.,Yes
pair269,Does Right Lateral Foot pains cause Right S1 Radiculopathy? Please answer in a single word: Yes or No.,No
pair270,Does Left T6 Radiculopathy cause Upper abdominal pain? Please answer in a single word: Yes or No.,Yes
pair270,Does Upper abdominal pain cause Left T6 Radiculopathy? Please answer in a single word: Yes or No.,No
pair271,Does Left S1 Radiculopathy cause Left Lateral Foot pains? Please answer in a single word: Yes or No.,Yes
pair271,Does Left Lateral Foot pains cause Left S1 Radiculopathy? Please answer in a single word: Yes or No.,No
pair272,Does Right C6 Radiculopathy cause Right Wrist pain? Please answer in a single word: Yes or No.,Yes
pair272,Does Right Wrist pain cause Right C6 Radiculopathy? Please answer in a single word: Yes or No.,No
pair273,Does Right L4 Radiculopathy cause Right Knee trouble? Please answer in a single word: Yes or No.,Yes
pair273,Does Right Knee trouble cause Right L4 Radiculopathy? Please answer in a single word: Yes or No.,No
pair274,Does Left T7 Radiculopathy cause Lateral abdominal pain? Please answer in a single word: Yes or No.,Yes
pair274,Does Lateral abdominal pain cause Left T7 Radiculopathy? Please answer in a single word: Yes or No.,No
pair275,Does Right C2 Radiculopathy cause mouth? Please answer in a single word: Yes or No.,Yes
pair275,Does mouth cause Right C2 Radiculopathy? Please answer in a single word: Yes or No.,No
pair276,Does Left L1 Radiculopathy cause Abdominal pain? Please answer in a single word: Yes or No.,Yes
pair276,Does Abdominal pain cause Left L1 Radiculopathy? Please answer in a single word: Yes or No.,No
pair277,Does Left C6 Radiculopathy cause Left Neck pain? Please answer in a single word: Yes or No.,Yes
pair277,Does Left Neck pain cause Left C6 Radiculopathy? Please answer in a single word: Yes or No.,No
pair278,Does Left L4 Radiculopathy cause Left Leg pain? Please answer in a single word: Yes or No.,Yes
pair278,Does Left Leg pain cause Left L4 Radiculopathy? Please answer in a single word: Yes or No.,No
pair279,Does Left T4 Radiculopathy cause Breast Backache? Please answer in a single word: Yes or No.,Yes
pair279,Does Breast Backache cause Left T4 Radiculopathy? Please answer in a single word: Yes or No.,No
pair280,Does Left C6 Radiculopathy cause Left Arm? Please answer in a single word: Yes or No.,Yes
pair280,Does Left Arm cause Left C6 Radiculopathy? Please answer in a single word: Yes or No.,No
pair281,Does Left C8 Radiculopathy cause Left Arm? Please answer in a single word: Yes or No.,Yes
pair281,Does Left Arm cause Left C8 Radiculopathy? Please answer in a single word: Yes or No.,No
pair282,Does DLS T10-T11 cause Left T11 Radiculopathy? Please answer in a single word: Yes or No.,Yes
pair282,Does Left T11 Radiculopathy cause DLS T10-T11? Please answer in a single word: Yes or No.,No
pair283,Does Left S1 Radiculopathy cause Left Adductor tendon? Please answer in a single word: Yes or No.,Yes
pair283,Does Left Adductor tendon cause Left S1 Radiculopathy? Please answer in a single word: Yes or No.,No
pair284,Does Left L4 Radiculopathy cause Left Knee trouble? Please answer in a single word: Yes or No.,Yes
pair284,Does Left Knee trouble cause Left L4 Radiculopathy? Please answer in a single word: Yes or No.,No
pair285,Does Right L4 Radiculopathy cause Right PTA? Please answer in a single word: Yes or No.,Yes
pair285,Does Right PTA cause Right L4 Radiculopathy? Please answer in a single word: Yes or No.,No
pair286,Does Right S1 Radiculopathy cause Right Achillodyni? Please answer in a single word: Yes or No.,Yes
pair286,Does Right Achillodyni cause Right S1 Radiculopathy? Please answer in a single word: Yes or No.,No
pair287,Does Right L2 Radiculopathy cause IBS? Please answer in a single word: Yes or No.,Yes
pair287,Does IBS cause Right L2 Radiculopathy? Please answer in a single word: Yes or No.,No
pair288,Does Right C6 Radiculopathy cause Right Intracapular trouble? Please answer in a single word: Yes or No.,Yes
pair288,Does Right Intracapular trouble cause Right C6 Radiculopathy? Please answer in a single word: Yes or No.,No
pair289,Does Right T8 Radiculopathy cause Upper abdominal pain? Please answer in a single word: Yes or No.,Yes
pair289,Does Upper abdominal pain cause Right T8 Radiculopathy? Please answer in a single word: Yes or No.,No
pair290,Does Right T6 Radiculopathy cause Upper abdominal pain? Please answer in a single word: Yes or No.,Yes
pair290,Does Upper abdominal pain cause Right T6 Radiculopathy? Please answer in a single word: Yes or No.,No
pair291,Does Right S1 Radiculopathy cause Right Rear thigh pain? Please answer in a single word: Yes or No.,Yes
pair291,Does Right Rear thigh pain cause Right S1 Radiculopathy? Please answer in a single word: Yes or No.,No
pair292,Does Left C5 Radiculopathy cause Left Interscapular complaints? Please answer in a single word: Yes or No.,Yes
pair292,Does Left Interscapular complaints cause Left C5 Radiculopathy? Please answer in a single word: Yes or No.,No
pair293,Does Right L5 Radiculopathy cause Right Front knee pain? Please answer in a single word: Yes or No.,Yes
pair293,Does Right Front knee pain cause Right L5 Radiculopathy? Please answer in a single word: Yes or No.,No
